Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,Temp_celsius,Weather,Wind_kmph,Humidity_percent,Laundry_count,Day,Hour
28/11/2015,0:47:29,3,0,0,36.0,0,1,0,10,0,8,0,7,0,1,0,2,0,48.0,1.0,7.0,2.925714304,101.7105016,2.0,27.0,0,0.0,89.0,1,2,0
28/11/2015,0:53:14,2,1,2,37.0,1,4,0,5,1,9,1,8,0,1,3,2,0,58.0,1.0,8.0,2.937817507,101.7330304,3.0,27.0,0,0.0,89.0,1,2,0
28/11/2015,0:53:14,2,1,1,53.0,0,1,0,9,0,8,1,5,0,0,3,1,1,19.0,4.0,21.0,2.965852565,101.6720597,3.0,27.0,0,0.0,89.0,6,2,0
28/11/2015,0:53:14,0,0,2,36.0,1,0,0,9,0,9,1,0,0,0,0,1,0,60.0,5.0,15.0,2.942478632,101.6600064,3.0,27.0,0,0.0,89.0,3,2,0
28/11/2015,1:07:40,3,1,2,48.0,0,1,1,9,0,0,1,0,0,1,1,2,0,13.0,2.0,16.0,2.946975985,101.7462232,3.0,27.0,0,2.0,84.0,3,2,1
28/11/2015,1:07:40,0,1,1,35.0,0,1,0,9,0,10,1,0,0,1,0,3,0,39.0,0.0,10.0,2.96138144,101.6719481,3.0,27.0,0,2.0,84.0,3,2,1
28/11/2015,1:46:27,3,1,2,41.0,0,1,0,0,0,10,1,0,0,0,1,0,1,14.0,1.0,13.0,2.909816846,101.7431778,2.0,27.0,0,2.0,84.0,0,2,1
28/11/2015,1:46:27,2,0,0,53.0,0,1,0,1,0,9,1,13,0,1,2,3,0,49.0,2.0,8.0,2.930395202,101.6632823,2.0,27.0,0,2.0,84.0,3,2,1
28/11/2015,1:46:27,0,0,1,44.0,0,1,0,9,0,10,1,12,1,1,3,3,0,32.0,5.0,15.0,2.925271717,101.6866045,1.0,27.0,0,2.0,84.0,2,2,1
28/11/2015,1:54:34,3,0,2,46.0,0,1,0,4,0,0,1,13,1,1,2,2,1,16.0,3.0,7.0,2.970066108,101.7455439,1.0,27.0,0,2.0,84.0,5,2,1
28/11/2015,1:54:34,3,1,0,29.0,0,1,0,9,0,10,1,13,0,1,0,0,0,41.0,3.0,16.0,2.923858206,101.6701752,1.0,27.0,0,2.0,84.0,3,2,1
28/11/2015,3:15:41,1,1,0,42.0,0,1,0,8,0,9,1,0,0,0,3,0,0,40.0,5.0,9.0,2.938944098,101.6294406,2.0,26.0,0,6.0,89.0,2,2,3
28/11/2015,4:34:53,0,0,1,39.0,0,1,0,6,0,7,1,0,0,1,2,3,1,53.0,0.0,7.0,2.915374472,101.739544,2.0,26.0,0,2.0,89.0,0,2,4
28/11/2015,4:36:53,0,0,1,37.0,0,1,0,3,0,9,1,0,0,0,3,0,0,29.0,4.0,10.0,2.905204264,101.6404512,1.0,26.0,0,2.0,89.0,1,2,4
28/11/2015,4:36:53,2,0,1,49.0,0,1,0,3,0,9,1,12,1,1,0,2,0,31.0,0.0,14.0,2.932567874,101.7152646,3.0,26.0,0,2.0,89.0,1,2,4
28/11/2015,4:36:53,2,0,1,43.0,0,1,0,9,1,4,1,0,0,1,1,3,0,54.0,2.0,19.0,2.921952289,101.6647757,2.0,26.0,0,2.0,89.0,3,2,4
28/11/2015,4:39:27,0,1,2,42.0,0,1,0,8,0,0,0,5,0,1,1,1,0,38.0,0.0,10.0,2.924511937,101.732014,1.0,26.0,0,2.0,89.0,1,2,4
28/11/2015,4:39:27,2,1,2,54.0,0,1,0,9,0,2,1,5,0,0,2,0,0,30.0,0.0,7.0,2.918959965,101.695205,2.0,26.0,0,2.0,89.0,2,2,4
28/11/2015,5:18:18,2,1,1,49.0,0,1,0,3,0,2,1,0,1,1,3,3,0,14.0,2.0,7.0,2.973086349,101.7149104,3.0,25.0,0,0.0,94.0,2,2,5
28/11/2015,5:40:34,3,0,2,51.0,0,1,0,9,0,10,0,5,0,1,1,1,0,36.0,1.0,19.0,2.9266717,101.7193002,1.0,25.0,0,0.0,94.0,1,2,5
28/11/2015,8:13:33,0,1,0,53.0,0,1,0,8,0,2,1,0,0,1,3,3,0,57.0,5.0,18.0,2.969867763,101.6727939,2.0,25.0,0,0.0,94.0,8,2,8
28/11/2015,8:23:27,2,1,0,38.0,1,4,0,8,0,3,1,5,0,1,0,3,0,13.0,4.0,15.0,2.952667786,101.6374642,1.0,25.0,0,0.0,94.0,2,2,8
28/11/2015,8:31:26,2,1,0,28.0,0,1,0,10,0,11,1,5,0,1,0,0,0,49.0,1.0,21.0,2.965767621,101.6398911,2.0,25.0,0,0.0,94.0,0,2,8
28/11/2015,8:31:26,2,1,0,30.0,0,1,0,8,0,10,1,8,0,1,1,0,1,29.0,2.0,9.0,2.929229927,101.6928441,3.0,25.0,0,0.0,94.0,2,2,8
28/11/2015,8:38:07,0,1,1,55.0,0,1,0,1,0,10,1,2,1,0,1,1,0,13.0,5.0,13.0,2.921581535,101.7055129,2.0,25.0,0,0.0,94.0,2,2,8
28/11/2015,8:59:43,2,0,0,37.0,1,4,0,1,0,9,1,5,0,1,1,3,0,28.0,1.0,11.0,2.941925339,101.7135719,2.0,25.0,0,0.0,94.0,1,2,8
28/11/2015,9:01:39,1,1,0,42.0,0,1,0,9,0,6,1,6,1,0,2,0,0,12.0,5.0,19.0,2.927915945,101.6932603,3.0,27.0,0,6.0,84.0,2,2,9
28/11/2015,9:01:39,1,1,1,33.0,0,1,0,9,0,10,1,5,0,1,0,0,0,39.0,2.0,7.0,2.959954328,101.7246681,3.0,27.0,0,6.0,84.0,3,2,9
28/11/2015,9:07:24,0,1,0,36.0,1,4,0,5,0,10,1,2,1,1,0,1,1,57.0,5.0,15.0,2.95310346,101.6927764,2.0,27.0,0,6.0,84.0,2,2,9
28/11/2015,9:30:00,3,0,0,38.0,1,2,0,8,0,9,1,8,0,1,0,1,0,43.0,4.0,16.0,2.950237161,101.6387785,1.0,27.0,0,6.0,84.0,2,2,9
28/11/2015,9:30:00,3,0,1,53.0,0,1,0,0,0,5,0,3,0,1,2,0,0,48.0,0.0,13.0,2.936112039,101.7305357,3.0,27.0,0,6.0,84.0,1,2,9
28/11/2015,10:11:49,0,1,1,38.0,0,1,0,8,0,5,1,0,0,1,3,1,0,53.0,4.0,10.0,2.945627995,101.7402113,1.0,28.0,0,4.0,79.0,2,2,10
28/11/2015,10:29:01,2,0,1,36.0,0,1,0,3,0,10,1,8,0,1,3,3,0,29.0,5.0,13.0,2.921483673,101.6398965,2.0,28.0,0,4.0,79.0,1,2,10
28/11/2015,10:40:32,0,0,2,36.0,0,1,0,3,0,5,1,0,0,0,3,2,0,23.0,0.0,9.0,2.946974354,101.6392586,1.0,28.0,0,4.0,79.0,2,2,10
28/11/2015,10:47:35,0,0,2,53.0,0,1,0,9,0,10,1,5,0,0,3,0,1,19.0,5.0,10.0,2.957852455,101.6589347,2.0,28.0,0,4.0,79.0,1,2,10
28/11/2015,11:02:24,3,0,0,53.0,0,1,0,9,0,9,1,8,0,1,3,2,0,43.0,3.0,8.0,2.940828808,101.7247489,2.0,31.0,0,6.0,66.0,1,2,11
28/11/2015,11:02:24,3,0,0,46.0,0,1,0,9,2,9,0,12,0,0,2,0,1,43.0,1.0,13.0,2.958265135,101.6873226,2.0,31.0,0,6.0,66.0,3,2,11
28/11/2015,11:02:30,2,0,1,37.0,1,4,0,9,2,3,1,2,0,1,2,2,0,22.0,5.0,21.0,2.971401724,101.6875194,2.0,31.0,0,6.0,66.0,6,2,11
28/11/2015,11:02:30,2,0,1,43.0,1,0,0,9,0,10,1,6,1,1,0,2,0,13.0,3.0,13.0,2.922645674,101.6643563,2.0,31.0,0,6.0,66.0,3,2,11
28/11/2015,11:02:30,0,0,0,48.0,1,2,0,8,0,9,1,7,1,1,3,1,0,55.0,4.0,7.0,2.955160058,101.6803372,2.0,31.0,0,6.0,66.0,3,2,11
28/11/2015,11:02:30,2,0,1,37.0,1,4,0,9,0,8,1,0,0,1,1,1,0,53.0,5.0,12.0,2.932437877,101.6309001,3.0,31.0,0,6.0,66.0,3,2,11
28/11/2015,11:02:30,2,0,1,52.0,1,4,0,8,0,10,1,11,1,1,0,0,0,38.0,1.0,12.0,2.92449831,101.7305641,2.0,31.0,0,6.0,66.0,1,2,11
28/11/2015,11:02:30,2,0,0,39.0,0,1,0,9,2,10,1,0,0,0,1,1,0,37.0,0.0,10.0,2.959347135,101.7170518,2.0,31.0,0,6.0,66.0,1,2,11
28/11/2015,11:02:49,0,0,1,38.0,0,1,0,1,0,10,1,8,0,0,0,0,0,56.0,2.0,19.0,2.904763127,101.6316718,1.0,31.0,0,6.0,66.0,1,2,11
28/11/2015,11:02:49,0,0,0,42.0,0,1,0,1,0,3,0,0,0,1,3,0,0,13.0,1.0,8.0,2.924931051,101.6847688,3.0,31.0,0,6.0,66.0,2,2,11
28/11/2015,11:02:49,2,0,1,41.0,0,1,0,9,0,10,1,0,0,0,0,3,0,39.0,1.0,11.0,2.966777948,101.6741101,3.0,31.0,0,6.0,66.0,6,2,11
28/11/2015,11:02:49,2,0,1,47.0,0,1,0,0,0,0,1,7,1,0,1,0,0,46.0,3.0,15.0,2.923326498,101.6962434,2.0,31.0,0,6.0,66.0,2,2,11
28/11/2015,11:02:49,2,0,1,29.0,0,1,0,9,0,10,1,0,0,0,0,0,0,29.0,3.0,7.0,2.967124392,101.7161176,2.0,31.0,0,6.0,66.0,3,2,11
28/11/2015,11:03:01,2,0,0,46.0,1,4,0,6,0,10,1,0,0,0,2,3,0,18.0,1.0,14.0,2.963065577,101.6500891,3.0,31.0,0,6.0,66.0,1,2,11
28/11/2015,11:03:01,2,0,0,36.0,1,4,0,6,0,10,1,0,0,0,2,3,0,31.0,5.0,11.0,2.91193509,101.6930298,2.0,31.0,0,6.0,66.0,2,2,11
28/11/2015,11:03:01,0,0,1,34.0,0,1,0,3,0,9,1,0,0,0,1,0,0,38.0,2.0,15.0,2.951923534,101.7417901,2.0,31.0,0,6.0,66.0,2,2,11
28/11/2015,11:03:01,0,0,1,51.0,0,1,0,3,0,9,1,0,0,0,1,0,0,47.0,2.0,10.0,2.929132654,101.6695923,3.0,31.0,0,6.0,66.0,3,2,11
28/11/2015,11:03:01,2,0,1,51.0,1,4,0,8,0,10,1,0,1,1,0,0,0,25.0,5.0,9.0,2.93922722,101.7097454,3.0,31.0,0,6.0,66.0,1,2,11
28/11/2015,11:03:57,2,0,0,44.0,0,1,0,9,2,4,1,0,0,0,2,1,0,25.0,4.0,14.0,2.942736363,101.7142655,2.0,31.0,0,6.0,66.0,1,2,11
28/11/2015,11:03:57,0,0,1,33.0,0,1,0,1,0,10,1,8,0,0,0,0,0,17.0,2.0,18.0,2.929746815,101.7307794,2.0,31.0,0,6.0,66.0,1,2,11
28/11/2015,11:03:57,0,0,0,46.0,0,1,0,1,0,3,0,0,0,0,2,0,0,25.0,0.0,7.0,2.915943763,101.665955,1.0,31.0,0,6.0,66.0,3,2,11
28/11/2015,11:03:57,2,0,0,45.0,0,4,1,9,2,3,1,2,0,1,2,3,0,40.0,0.0,11.0,2.957260875,101.6683007,3.0,31.0,0,6.0,66.0,1,2,11
28/11/2015,11:33:31,2,0,1,45.0,0,1,0,3,0,2,1,5,1,1,2,2,1,48.0,0.0,21.0,2.949879983,101.6626198,3.0,31.0,0,6.0,66.0,3,2,11
28/11/2015,12:15:39,2,0,2,50.0,1,4,0,9,0,10,1,0,1,0,2,0,0,45.0,5.0,13.0,2.916232551,101.6641547,2.0,31.0,0,6.0,66.0,3,2,12
28/11/2015,12:22:57,3,0,1,37.0,0,1,0,8,0,10,0,0,0,1,2,1,0,34.0,1.0,15.0,2.965186824,101.6831585,1.0,31.0,0,6.0,66.0,3,2,12
28/11/2015,12:50:13,2,0,1,40.0,1,4,0,0,0,0,1,0,1,1,0,2,1,44.0,4.0,14.0,2.918912231,101.6666117,1.0,31.0,0,6.0,66.0,3,2,12
28/11/2015,12:50:13,1,0,2,44.0,1,0,0,9,1,10,0,0,0,1,0,0,1,48.0,2.0,21.0,2.90333921,101.718155,1.0,31.0,0,6.0,66.0,0,2,12
28/11/2015,13:01:41,3,0,0,52.0,0,1,0,8,1,9,1,0,0,1,3,1,0,57.0,5.0,10.0,2.918930577,101.6994197,3.0,31.0,0,4.0,62.0,2,2,13
28/11/2015,13:01:41,2,0,0,51.0,0,1,0,9,0,0,1,5,0,1,3,0,0,45.0,5.0,16.0,2.9049017,101.7274926,2.0,31.0,0,4.0,62.0,0,2,13
28/11/2015,13:01:41,0,1,1,49.0,0,1,0,9,0,10,1,0,1,1,3,1,1,18.0,3.0,17.0,2.916256362,101.6290349,1.0,31.0,0,4.0,62.0,1,2,13
28/11/2015,13:56:34,2,0,1,40.0,1,4,0,1,0,10,1,0,0,1,1,0,0,28.0,0.0,16.0,2.924212207,101.7376962,1.0,31.0,0,4.0,62.0,1,2,13
28/11/2015,14:50:23,3,0,0,46.0,0,1,0,0,0,6,0,13,0,1,3,2,0,35.0,4.0,14.0,2.921514148,101.688213,1.0,32.0,0,4.0,59.0,2,2,14
28/11/2015,14:50:23,0,1,0,53.0,0,1,0,1,0,10,1,0,1,1,0,2,1,60.0,5.0,16.0,2.931629399,101.6633854,3.0,32.0,0,4.0,59.0,3,2,14
28/11/2015,14:53:57,0,0,1,52.0,0,1,0,9,0,10,1,5,1,1,1,0,0,19.0,1.0,19.0,2.968009855,101.722093,1.0,32.0,0,4.0,59.0,3,2,14
28/11/2015,14:53:57,2,0,0,55.0,0,1,1,9,2,9,1,0,0,1,2,2,0,26.0,2.0,11.0,2.956438008,101.6908981,2.0,32.0,0,4.0,59.0,3,2,14
28/11/2015,14:56:42,2,0,0,53.0,1,4,1,9,2,3,1,2,0,1,2,1,0,38.0,3.0,14.0,2.96084098,101.6828673,3.0,32.0,0,4.0,59.0,1,2,14
28/11/2015,14:56:42,2,0,0,41.0,0,1,0,9,1,8,0,0,0,1,1,0,0,20.0,1.0,10.0,2.935683436,101.6870614,2.0,32.0,0,4.0,59.0,2,2,14
28/11/2015,14:56:42,2,0,1,44.0,1,4,0,8,0,10,1,11,1,1,0,1,0,36.0,3.0,9.0,2.919716262,101.7380717,1.0,32.0,0,4.0,59.0,0,2,14
28/11/2015,14:56:42,2,0,0,53.0,0,1,0,6,2,10,1,13,0,1,1,3,0,55.0,4.0,13.0,2.921243909,101.6519831,2.0,32.0,0,4.0,59.0,1,2,14
28/11/2015,14:58:17,3,0,1,49.0,0,1,0,9,0,10,1,12,1,1,3,3,0,57.0,5.0,12.0,2.920194801,101.7254579,2.0,32.0,0,4.0,59.0,1,2,14
28/11/2015,14:58:17,0,0,1,55.0,0,1,0,9,0,10,1,12,1,1,3,2,0,12.0,3.0,19.0,2.956901911,101.6791505,2.0,32.0,0,4.0,59.0,3,2,14
28/11/2015,14:58:17,2,0,1,29.0,1,4,1,9,2,3,1,2,0,1,2,3,0,48.0,4.0,13.0,2.90410938,101.744252,2.0,32.0,0,4.0,59.0,0,2,14
28/11/2015,14:58:17,2,0,1,32.0,1,4,0,8,0,10,1,11,1,1,0,3,0,29.0,2.0,11.0,2.912415375,101.7295008,3.0,32.0,0,4.0,59.0,0,2,14
28/11/2015,14:58:17,2,0,1,55.0,1,4,0,8,0,10,1,11,1,1,0,1,0,11.0,4.0,19.0,2.957823618,101.7397833,3.0,32.0,0,4.0,59.0,4,2,14
28/11/2015,15:01:51,2,0,1,53.0,1,1,1,9,2,3,1,2,0,1,2,3,0,46.0,2.0,8.0,2.957241351,101.6677904,2.0,32.0,0,6.0,63.0,1,2,15
28/11/2015,15:01:51,2,0,0,35.0,1,4,0,0,0,10,1,0,1,1,2,2,1,55.0,0.0,10.0,2.9193668,101.6732867,1.0,32.0,0,6.0,63.0,3,2,15
28/11/2015,16:16:37,1,0,1,53.0,1,4,0,1,0,7,0,0,0,1,0,3,0,19.0,0.0,18.0,2.917350483,101.7138555,3.0,29.0,0,6.0,84.0,0,2,16
28/11/2015,16:16:37,0,1,1,54.0,0,1,0,8,0,11,1,0,0,1,1,1,1,32.0,2.0,20.0,2.960956877,101.705177,2.0,29.0,0,6.0,84.0,1,2,16
28/11/2015,18:01:45,1,1,0,54.0,0,1,0,8,1,2,0,0,0,0,1,3,0,42.0,3.0,21.0,2.916161793,101.6329052,1.0,28.0,0,4.0,84.0,1,2,18
28/11/2015,18:01:45,3,1,0,45.0,0,1,0,9,0,4,1,0,1,1,0,0,0,13.0,5.0,18.0,2.943742008,101.6833709,2.0,28.0,0,4.0,84.0,3,2,18
28/11/2015,18:39:28,0,1,0,40.0,0,1,0,1,0,0,1,0,0,1,3,2,1,12.0,1.0,8.0,2.917113839,101.6721468,1.0,28.0,0,4.0,84.0,3,2,18
28/11/2015,18:39:28,1,1,0,37.0,0,1,0,8,0,10,0,0,0,1,2,2,0,36.0,2.0,12.0,2.941018669,101.7035725,2.0,28.0,0,4.0,84.0,3,2,18
28/11/2015,18:39:28,1,1,0,28.0,0,1,0,9,2,5,0,8,0,1,1,0,0,40.0,2.0,14.0,2.93648461,101.7437368,3.0,28.0,0,4.0,84.0,3,2,18
28/11/2015,19:20:25,2,0,0,39.0,1,2,0,9,1,10,1,8,0,1,1,0,0,57.0,5.0,16.0,2.906378735,101.7065735,2.0,28.0,0,6.0,84.0,0,2,19
28/11/2015,19:20:54,2,1,0,38.0,1,4,0,7,0,9,1,0,0,0,3,3,1,56.0,0.0,14.0,2.966765123,101.6565403,1.0,28.0,0,6.0,84.0,3,2,19
28/11/2015,19:20:54,0,1,1,37.0,0,1,0,8,0,10,1,2,1,1,0,3,1,57.0,1.0,21.0,2.918093308,101.7189174,3.0,28.0,0,6.0,84.0,1,2,19
28/11/2015,19:37:03,1,1,0,55.0,0,1,0,8,0,10,1,0,0,0,3,0,0,51.0,3.0,10.0,2.937165184,101.7462031,1.0,28.0,0,6.0,84.0,3,2,19
28/11/2015,19:41:26,2,0,0,47.0,0,1,0,9,1,10,0,0,0,0,3,1,1,21.0,1.0,20.0,2.9443521,101.7380468,2.0,28.0,0,6.0,84.0,2,2,19
28/11/2015,20:13:04,3,0,0,32.0,0,4,0,2,2,2,0,2,0,1,0,3,1,46.0,2.0,15.0,2.903999468,101.6468071,3.0,27.0,0,2.0,89.0,1,2,20
28/11/2015,21:02:03,0,0,1,53.0,0,1,0,9,0,9,1,8,0,1,2,1,0,33.0,0.0,11.0,2.951017612,101.6778879,2.0,27.0,0,0.0,89.0,3,2,21
28/11/2015,21:02:03,2,0,1,40.0,0,1,0,9,0,3,0,0,0,0,3,0,1,40.0,4.0,11.0,2.96161758,101.6793631,3.0,27.0,0,0.0,89.0,1,2,21
28/11/2015,21:07:53,0,1,0,48.0,0,1,0,6,0,10,1,0,1,1,2,0,0,38.0,0.0,18.0,2.953016497,101.6956509,1.0,27.0,0,0.0,89.0,2,2,21
28/11/2015,21:07:03,0,0,1,29.0,0,1,0,1,0,5,0,2,0,1,1,3,0,60.0,1.0,7.0,2.911532141,101.7136628,1.0,27.0,0,0.0,89.0,0,2,21
28/11/2015,21:44:36,2,1,0,39.0,0,1,0,6,0,0,1,5,0,1,2,0,0,39.0,2.0,16.0,2.952553114,101.6422005,1.0,27.0,0,0.0,89.0,2,2,21
28/11/2015,22:12:27,2,1,0,46.0,0,1,0,6,0,10,1,13,1,1,2,1,0,41.0,4.0,20.0,2.942448724,101.6682981,1.0,27.0,0,2.0,89.0,3,2,22
28/11/2015,22:12:27,2,1,1,53.0,0,1,0,9,0,0,1,5,0,1,3,3,0,18.0,1.0,11.0,2.935239996,101.6786346,2.0,27.0,0,2.0,89.0,2,2,22
28/11/2015,22:12:27,1,0,1,40.0,0,1,0,0,0,3,1,0,0,0,0,0,1,13.0,0.0,9.0,2.91047392,101.6472204,1.0,27.0,0,2.0,89.0,1,2,22
28/11/2015,22:17:54,3,1,0,42.0,0,1,0,8,0,6,1,5,0,1,1,0,0,43.0,3.0,18.0,2.909217289,101.6513053,3.0,27.0,0,2.0,89.0,1,2,22
28/11/2015,23:04:39,2,1,1,55.0,0,1,0,9,1,2,1,0,0,1,3,1,0,18.0,5.0,18.0,2.962770274,101.631379,1.0,27.0,0,2.0,89.0,2,2,23
28/11/2015,23:04:39,2,1,1,38.0,0,1,0,3,0,10,1,6,0,1,0,2,0,31.0,2.0,11.0,2.933335195,101.72351,3.0,27.0,0,2.0,89.0,1,2,23
28/11/2015,23:04:39,2,1,0,41.0,0,1,0,9,0,9,1,0,1,1,0,0,0,46.0,5.0,8.0,2.910158031,101.6554901,3.0,27.0,0,2.0,89.0,1,2,23
28/11/2015,23:04:39,3,0,0,55.0,0,1,0,9,1,10,1,0,0,1,1,3,0,46.0,1.0,13.0,2.954026725,101.7053091,2.0,27.0,0,2.0,89.0,1,2,23
28/11/2015,23:14:19,2,1,0,35.0,0,1,0,0,0,4,1,8,0,1,1,1,0,42.0,1.0,20.0,2.94252653,101.6488364,1.0,27.0,0,2.0,89.0,1,2,23
28/11/2015,23:18:29,2,0,2,44.0,0,1,0,8,0,5,1,13,1,1,2,2,0,27.0,3.0,11.0,2.958719478,101.6452496,3.0,27.0,0,2.0,89.0,1,2,23
28/11/2015,23:54:31,1,0,1,52.0,1,4,0,9,0,9,1,0,1,0,0,1,0,27.0,1.0,21.0,2.912573936,101.7228097,1.0,27.0,0,2.0,89.0,0,2,23
29/11/2015,0:07:01,2,1,0,34.0,1,4,0,9,0,2,1,0,0,0,0,0,0,36.0,3.0,19.0,2.928971004,101.6655649,3.0,26.0,0,2.0,89.0,3,3,0
29/11/2015,0:08:32,0,0,1,40.0,1,4,0,9,0,4,1,10,1,1,2,0,0,51.0,2.0,21.0,2.922637325,101.667031,2.0,26.0,0,2.0,89.0,3,3,0
29/11/2015,0:08:32,3,0,1,28.0,1,4,0,8,0,0,1,0,0,1,3,0,1,36.0,2.0,10.0,2.926968056,101.7111016,2.0,26.0,0,2.0,89.0,1,3,0
29/11/2015,0:08:32,1,0,1,51.0,1,1,0,1,0,0,1,0,0,1,1,1,0,37.0,5.0,18.0,2.919950719,101.6670731,3.0,26.0,0,2.0,89.0,3,3,0
29/11/2015,0:09:18,0,0,1,51.0,1,4,0,9,0,4,1,10,1,1,3,0,0,26.0,4.0,20.0,2.957438106,101.7368256,1.0,26.0,0,2.0,89.0,4,3,0
29/11/2015,0:09:18,1,0,1,37.0,0,4,0,1,0,7,0,0,0,1,2,3,0,36.0,3.0,21.0,2.946010678,101.6409426,2.0,26.0,0,2.0,89.0,2,3,0
29/11/2015,0:09:18,0,1,2,43.0,0,2,0,8,0,10,1,13,1,1,2,2,1,36.0,3.0,8.0,2.94102695,101.7029627,3.0,26.0,0,2.0,89.0,3,3,0
29/11/2015,1:25:34,0,1,0,53.0,0,1,0,8,0,2,1,7,1,1,0,2,1,32.0,1.0,16.0,2.925112052,101.7267215,2.0,26.0,0,4.0,89.0,1,3,1
29/11/2015,1:25:34,0,1,0,43.0,0,1,0,1,0,0,1,13,1,1,0,0,0,57.0,0.0,16.0,2.957848499,101.6967363,1.0,26.0,0,4.0,89.0,0,3,1
29/11/2015,1:25:34,1,1,2,44.0,0,1,1,2,0,5,1,6,1,1,2,0,0,27.0,0.0,13.0,2.913288621,101.7112219,1.0,26.0,0,4.0,89.0,0,3,1
29/11/2015,1:25:34,0,0,1,53.0,0,1,0,9,0,10,1,0,1,1,3,3,0,12.0,3.0,7.0,2.965771246,101.6581466,2.0,26.0,0,4.0,89.0,3,3,1
29/11/2015,2:12:22,0,0,1,38.0,0,1,0,9,0,10,1,12,1,1,3,2,0,34.0,2.0,8.0,2.970201418,101.7199936,2.0,26.0,0,2.0,89.0,3,3,2
29/11/2015,2:12:22,1,1,0,46.0,0,1,0,9,0,10,1,0,1,0,0,0,0,15.0,3.0,16.0,2.924151618,101.7016625,2.0,26.0,0,2.0,89.0,2,3,2
29/11/2015,2:12:22,0,1,0,50.0,0,1,0,1,1,10,1,0,1,1,0,3,1,36.0,1.0,7.0,2.924678055,101.6402722,1.0,26.0,0,2.0,89.0,1,3,2
29/11/2015,2:12:22,0,0,1,47.0,0,1,0,9,0,10,1,12,1,1,3,2,0,40.0,2.0,16.0,2.960791108,101.7074753,1.0,26.0,0,2.0,89.0,1,3,2
29/11/2015,2:38:45,3,0,1,41.0,0,1,0,9,1,10,1,12,1,1,3,3,0,53.0,1.0,12.0,2.946092143,101.6453396,3.0,26.0,0,2.0,89.0,0,3,2
29/11/2015,2:38:45,1,1,1,29.0,0,1,0,9,1,4,1,0,1,1,0,0,0,36.0,3.0,19.0,2.929541327,101.7324927,2.0,26.0,0,2.0,89.0,1,3,2
29/11/2015,2:38:45,0,1,0,53.0,0,1,0,6,1,11,1,0,1,1,2,2,0,35.0,0.0,11.0,2.91456785,101.6341533,2.0,26.0,0,2.0,89.0,1,3,2
29/11/2015,2:38:45,0,1,1,53.0,1,2,0,8,0,10,1,13,1,1,2,2,1,17.0,3.0,10.0,2.916515631,101.658156,3.0,26.0,0,2.0,89.0,1,3,2
29/11/2015,2:44:59,3,1,0,53.0,0,1,0,8,0,2,1,7,1,1,0,2,1,39.0,5.0,14.0,2.957957874,101.705379,3.0,26.0,0,2.0,89.0,1,3,2
29/11/2015,2:44:59,0,0,0,53.0,0,1,0,9,0,0,1,13,1,1,0,0,0,33.0,3.0,21.0,2.904358446,101.6305207,2.0,26.0,0,2.0,89.0,1,3,2
29/11/2015,2:44:59,1,1,2,39.0,0,1,1,2,1,5,1,6,1,1,2,3,0,12.0,5.0,20.0,2.942797402,101.703617,2.0,26.0,0,2.0,89.0,3,3,2
29/11/2015,2:44:59,0,0,1,49.0,0,1,0,9,1,10,1,12,1,1,3,0,0,36.0,4.0,19.0,2.911918124,101.7009079,3.0,26.0,0,2.0,89.0,0,3,2
29/11/2015,2:44:59,0,0,1,36.0,0,1,0,9,1,10,1,12,1,1,3,0,0,21.0,1.0,14.0,2.919956993,101.6684252,1.0,26.0,0,2.0,89.0,3,3,2
29/11/2015,3:24:52,1,1,0,54.0,0,1,0,9,1,6,1,6,1,0,0,0,0,39.0,5.0,19.0,2.931741434,101.642257,3.0,26.0,0,4.0,89.0,1,3,3
29/11/2015,3:24:52,0,1,0,47.0,0,1,0,1,1,10,1,0,1,1,0,1,1,39.0,1.0,19.0,2.970509719,101.7440182,2.0,26.0,0,4.0,89.0,3,3,3
29/11/2015,3:24:52,0,0,1,34.0,0,1,0,9,0,10,1,12,1,1,3,2,0,58.0,3.0,21.0,2.93427138,101.6590206,2.0,26.0,0,4.0,89.0,3,3,3
29/11/2015,3:24:52,0,0,1,53.0,0,1,0,9,0,10,1,12,1,1,3,2,0,38.0,3.0,21.0,2.970195022,101.7255416,2.0,26.0,0,4.0,89.0,3,3,3
29/11/2015,3:36:20,1,1,0,50.0,0,1,0,9,0,4,1,0,1,1,0,1,0,17.0,5.0,19.0,2.953802122,101.6832687,2.0,26.0,0,4.0,89.0,3,3,3
29/11/2015,3:36:20,0,1,0,38.0,0,1,0,6,0,11,1,0,1,0,2,1,0,43.0,1.0,15.0,2.931863638,101.7209484,2.0,26.0,0,4.0,89.0,1,3,3
29/11/2015,3:36:20,0,0,1,42.0,1,2,0,9,0,10,1,12,1,0,3,0,0,45.0,1.0,16.0,2.939490173,101.7068553,1.0,26.0,0,4.0,89.0,3,3,3
29/11/2015,3:36:20,0,0,1,42.0,0,0,0,9,0,10,1,12,1,0,3,3,0,32.0,4.0,19.0,2.942748198,101.7129786,3.0,26.0,0,4.0,89.0,1,3,3
